City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,kelibia,36.8476,11.0939,53.85,87,40,5.75,TN,1714018988
286,taiyuan,37.8694,112.5603,80.46,16,0,6.71,CN,1714018989
287,quang ngai,15.1167,108.8,104.22,31,23,6.33,VN,1714018990
288,khost,33.3395,69.9204,72.45,39,98,1.81,AF,1714018992
289,tequila,20.8833,-103.8333,70.11,26,8,5.21,MX,1714018993
290,ndele,8.4109,20.6473,77.09,73,100,9.37,CF,1714018995
291,tofol,5.3248,163.0078,83.61,78,67,14.05,FM,1714018996
292,nema,57.5067,50.5011,47.01,72,64,3.42,RU,1714018997
293,calabozo,8.9242,-67.4293,85.17,56,56,1.7,VE,1714018999
294,mossel bay,-34.1831,22.146,58.93,81,75,5.82,ZA,1714019000
295,micheweni,-4.9667,39.8333,79.18,89,100,15.95,TZ,1714019002
296,raholt,60.2667,11.1833,34.88,89,75,3.44,NO,1714019003
297,atkarsk,51.8718,45.0078,56.12,64,35,11.74,RU,1714018920
298,faya-largeau,17.9257,19.1043,86.5,12,5,8.41,TD,1714019006
299,al fashn,28.8243,30.8995,77.72,29,75,7.02,EG,1714019007
300,sao miguel do araguaia,-13.275,-50.1628,77.43,74,79,4.76,BR,1714019009
301,al qadarif,14.0349,35.3834,84.85,17,5,5.19,SD,1714019010
302,camayenne,9.535,-13.6878,79.39,75,100,9.51,GN,1714019011
303,sorong,-0.8833,131.25,83.48,78,86,8.28,ID,1714018763
304,neryungri,56.6709,124.6491,32.18,88,100,13.98,RU,1714019014
305,salalah,17.0151,54.0924,84.29,74,20,2.3,OM,1714019015
306,puerto gaitan,4.3133,-72.0816,80.04,80,97,4.81,CO,1714018852
307,richards bay,-28.783,32.0377,67.51,95,69,3.51,ZA,1714019018
308,aykhal,66.0,111.5,20.53,83,100,21.92,RU,1714019020
309,mahibadhoo,3.7833,72.9667,84.7,71,100,6.69,MV,1714019021
310,vrangel',42.7297,133.0839,47.73,91,42,8.75,RU,1714019022
311,andergrove,-21.0833,149.1833,76.51,68,69,14.54,AU,1714019024
312,karatuzskoye,53.6072,92.8667,30.38,59,100,7.0,RU,1714019025
313,sampit,-2.5333,112.95,92.93,50,78,3.0,ID,1714019026
314,san antonio de pale,-1.4014,5.6325,82.76,77,99,10.65,GQ,1714019028
315,novo aripuana,-5.1206,-60.3797,73.99,99,80,1.63,BR,1714019029
316,launceston,-41.45,147.1667,58.64,51,40,3.44,AU,1714019031
317,kulhudhuffushi,6.6221,73.07,84.34,73,24,4.52,MV,1714019032
318,okakarara,-20.5833,17.4333,60.37,26,0,5.08,NA,1714019033
319,portland,45.5234,-122.6762,59.34,71,100,4.61,US,1714018245
320,puerto lempira,15.2667,-83.7667,79.39,82,3,7.76,HN,1714018999
321,prince rupert,54.3161,-130.3201,46.09,84,100,10.36,CA,1714019037
322,brigantine,39.4101,-74.3646,57.09,72,0,5.75,US,1714018907
323,oxapampa,-10.5775,-75.4017,60.37,98,100,2.04,PE,1714019040
324,languyan,5.2618,120.0807,88.63,64,100,4.83,PH,1714019042
325,trincomalee,8.5711,81.2335,83.34,74,59,6.82,LK,1714019043
326,craig,40.5153,-107.5464,58.62,40,75,0.0,US,1714018922
327,betio village,1.358,172.9211,86.04,80,13,13.62,KI,1714019046
328,kedougou,12.5579,-12.1743,85.8,24,35,7.4,SN,1714019047
329,solnechnyy,50.7214,136.6319,61.03,40,63,11.61,RU,1714019048
330,florence,43.7667,11.25,47.8,92,20,3.44,IT,1714018938
331,mazagao,-0.115,-51.2894,78.85,98,100,2.1,BR,1714019051
332,sanibel,26.449,-82.0223,73.42,74,1,3.0,US,1714019053
333,ambagarh chauki,20.7833,80.7167,97.3,25,10,6.8,IN,1714019054
334,shar'ya,58.3686,45.5144,41.99,84,33,1.99,RU,1714018766
335,rurrenabaque,-14.4413,-67.5278,74.59,99,72,0.96,BO,1714019057
336,kenai,60.5544,-151.2583,46.49,80,100,5.75,US,1714019058
337,gisborne,-38.6533,178.0042,63.79,60,100,11.74,NZ,1714019059
338,cabedelo,-6.9811,-34.8339,77.67,73,2,8.72,BR,1714019061
339,lubny,50.0163,32.9969,50.83,87,50,4.09,UA,1714019064
340,tosontsengel,48.7567,98.2839,31.89,59,92,1.79,MN,1714019065
341,dhenkanal,20.6667,85.6,100.81,23,0,7.94,IN,1714019066
342,kyabe,9.4515,18.9449,82.09,62,99,10.18,TD,1714019068
343,luderitz,-26.6481,15.1594,61.56,66,67,13.24,NA,1714019069
344,ketchikan,55.3422,-131.6461,46.87,71,40,9.22,US,1714019071
345,kangding,30.0513,101.9603,53.46,96,91,0.74,CN,1714019072
346,nova sintra,14.8667,-24.7167,73.4,80,80,13.96,CV,1714019073
347,lindesberg,59.592,15.2304,30.11,99,19,2.37,SE,1714019075
348,cromwell,41.5951,-72.6454,48.04,61,0,13.8,US,1714018807
349,kyzburun pervyy,43.6517,43.395,55.53,49,99,2.66,RU,1714019077
350,tayshet,55.9342,98.0044,36.97,46,51,5.35,RU,1714019079
351,carroll,39.5501,-77.0164,55.72,65,0,5.75,US,1714019080
352,nanao,37.05,136.9667,73.27,60,55,12.77,JP,1714019082
353,somerset east,-32.7217,25.588,54.34,96,49,3.04,ZA,1714019083
354,kushk,33.2957,61.9522,64.49,57,68,4.81,AF,1714019084
355,nyurba,63.2842,118.3319,23.0,81,100,10.4,RU,1714019086
356,zapala,-38.8992,-70.0544,48.42,51,6,33.02,AR,1714018922
357,dudinka,69.4058,86.1778,18.68,89,21,11.01,RU,1714019088
358,homeland park,34.4707,-82.6707,59.25,90,0,0.0,US,1714019090
359,quchan,37.106,58.5095,52.34,75,100,6.26,IR,1714019091
360,namibe,-15.1961,12.1522,76.93,80,51,1.86,AO,1714019093
361,labytnangi,66.6572,66.4183,10.38,96,77,2.89,RU,1714019094
362,bathsheba,13.2167,-59.5167,81.21,83,20,16.11,BB,1714019095
363,watsa,3.0372,29.5355,65.14,99,100,3.71,CD,1714019097
364,wanganui,-39.9333,175.05,61.88,69,100,9.71,NZ,1714019098
365,manokwari,-0.8667,134.0833,85.44,69,93,9.06,ID,1714019100
366,jerez de garcia salinas,22.65,-103.0,71.76,22,9,9.75,MX,1714019101
367,mareeba,-17.0,145.4333,84.43,52,61,3.78,AU,1714019102
368,flying fish cove,-10.4217,105.6791,83.88,83,75,12.66,CX,1714019104
369,puerto princesa,9.7392,118.7353,93.18,62,20,11.5,PH,1714019079
370,saipan,15.1355,145.701,88.5,58,0,16.11,MP,1714019107
371,niquero,20.0431,-77.5828,77.5,79,5,16.2,CU,1714019108
372,beyneu,45.3167,55.2,64.98,41,48,12.26,KZ,1714019110
373,antonio enes,-16.2325,39.9086,76.06,72,27,6.33,MZ,1714019111
374,nguigmi,14.2495,13.1092,85.8,15,0,6.6,NE,1714019113
375,pauini,-7.7136,-66.9764,72.54,99,30,2.19,BR,1714019116
376,nsanje,-16.92,35.262,65.14,98,7,0.85,MW,1714019117
377,hasaki,35.7333,140.8333,77.29,74,48,5.26,JP,1714019118
378,callao,-12.0667,-77.15,71.73,78,40,9.22,PE,1714019120
379,malvan,16.0667,73.4667,85.59,64,92,1.66,IN,1714019121
380,leninskiy,54.2781,37.4558,50.85,76,66,14.54,RU,1714019123
381,ridder,50.355,83.5133,35.96,45,4,5.66,KZ,1714019124
382,vernon,50.2581,-119.2691,56.73,41,41,3.44,CA,1714019125
383,santa isabel,-23.3156,-46.2214,70.9,98,100,2.82,BR,1714019127
384,bogale,16.2833,95.4,96.8,39,0,7.29,MM,1714019128
385,aripuana,-9.1667,-60.6333,74.5,98,69,1.66,BR,1714019130
386,bodaybo,57.8506,114.1933,38.12,72,100,7.43,RU,1714019131
387,brokopondo,4.75,-55.1667,75.79,79,68,7.85,SR,1714019132
388,nemuro,43.3236,145.575,43.86,98,100,26.02,JP,1714019134
389,shalqar,47.8333,59.6,63.28,70,65,13.82,KZ,1714019056
390,leticia,-4.2153,-69.9406,75.25,100,0,2.3,CO,1714019136
391,labrador city,52.9463,-66.9114,17.19,63,100,10.36,CA,1714019138
392,greymouth,-42.4667,171.2,56.52,91,100,9.04,NZ,1714019139
393,al bawiti,28.3492,28.8659,74.82,43,86,13.67,EG,1714019141
394,kokshetau,53.2775,69.3883,35.92,48,0,17.9,KZ,1714018858
395,vadso,70.0744,29.7487,35.76,87,100,11.5,NO,1714019143
396,romodanovo,54.4275,45.3296,53.08,61,74,11.27,RU,1714019140
397,sodra sandby,56.5667,16.6167,31.89,90,28,5.66,SE,1714019146
398,atar,20.5169,-13.0499,82.2,16,53,7.99,MR,1714019148
399,akureyri,65.6835,-18.0878,30.13,93,0,0.0,IS,1714018868
400,aasiaat,68.7098,-52.8699,26.44,97,93,7.76,GL,1714019151
401,jijiga,9.35,42.8,64.53,88,89,4.54,ET,1714019152
402,tazacorte,28.629,-17.9293,65.37,60,20,10.36,ES,1714019153
403,concepcion del oro,24.6333,-101.4167,62.73,52,69,9.37,MX,1714019155
404,junin,-34.5838,-60.9433,53.65,65,60,6.35,AR,1714019156
405,yankton,42.8711,-97.3973,59.11,44,100,8.05,US,1714019158
406,sinabang,2.4803,96.3801,85.33,76,100,1.59,ID,1714019159
407,kapuskasing,49.4169,-82.4331,24.89,63,20,5.75,CA,1714019160
408,chinde,26.8418,88.0763,82.09,18,0,8.66,NP,1714019162
409,mhangura,-16.8939,30.1683,56.05,57,0,2.3,ZW,1714019163
410,greenville,35.6127,-77.3663,55.56,96,0,0.0,US,1714018905
411,constitucion,-35.3333,-72.4167,53.24,67,78,5.64,CL,1714018965
412,grahamstown,-33.3042,26.5328,54.95,84,93,5.64,ZA,1714019169
413,sao tome,0.3365,6.7273,82.22,81,99,5.21,ST,1714019170
414,punta arenas,-53.15,-70.9167,42.91,87,75,5.75,CL,1714018916
415,san jose,37.3394,-121.895,59.52,72,75,9.22,US,1714019114
416,saint-pierre,-21.3393,55.4781,80.28,65,0,3.44,RE,1714019176
417,lubango,-14.9172,13.4925,58.86,82,92,6.91,AO,1714019177
418,hami,42.8,93.45,70.43,21,100,18.68,CN,1714019179
419,waddan,29.1614,16.139,58.32,73,1,14.56,LY,1714019180
420,troitskoye,52.9821,84.6757,33.96,49,71,4.36,RU,1714019183
421,quellon,-43.1167,-73.6167,50.83,86,61,14.85,CL,1714019180
422,xinyang,32.1228,114.0656,80.69,38,100,6.26,CN,1714019186
423,marsh harbour,26.5412,-77.0636,72.66,59,18,11.77,BS,1714019187
424,torit,4.4133,32.5678,72.68,85,100,4.52,SS,1714019189
425,ad dawadimi,24.5077,44.3924,65.55,18,0,5.64,SA,1714019190
426,suoyarvi,62.0833,32.35,30.72,89,94,7.49,RU,1714019101
427,simanggang,1.2472,111.4528,89.58,66,20,2.3,MY,1714019193
428,patacamaya,-17.2333,-67.9167,48.4,90,27,7.11,BO,1714019194
429,pekanbaru,0.5333,101.45,89.92,62,40,0.0,ID,1714019196
430,auki,-8.7676,160.7034,86.31,70,65,4.56,SB,1714019197
431,springs,-26.25,28.4,61.66,36,43,3.11,ZA,1714019199
432,esmeraldas,-19.7625,-44.3139,72.46,82,3,3.33,BR,1714018998
433,bataipora,-22.2953,-53.2711,72.12,61,74,3.42,BR,1714019201
434,quepos,9.4236,-84.1652,81.19,80,88,3.87,CR,1714019204
435,tidjikja,18.5564,-11.4271,83.57,17,23,8.48,MR,1714019206
436,belyy yar,53.6039,91.3903,31.89,40,0,8.95,RU,1714019208
437,huazhou,21.6333,110.5833,86.14,69,80,12.64,CN,1714019210
438,elliot lake,46.3834,-82.6331,27.12,45,1,0.83,CA,1714018945
439,ancud,-41.8697,-73.8203,52.45,87,30,20.15,CL,1714019214
440,boca suno,-0.7167,-77.1333,72.05,99,72,1.39,EC,1714019217
441,east end,34.5507,-92.341,66.15,78,77,4.88,US,1714019218
442,zaragoza,41.6561,-0.8773,51.01,57,0,11.5,ES,1714019219
443,song cau,13.45,109.2167,89.44,58,29,12.24,VN,1714019221
444,longido,-2.7333,36.6833,65.37,93,90,2.64,TZ,1714019222
445,yinchuan,38.4681,106.2731,79.36,10,1,12.82,CN,1714019224
446,mata-utu,-13.2816,-176.1745,85.53,72,47,9.22,WF,1714019225
447,beacon square,28.2086,-82.7554,71.98,84,0,1.99,US,1714019226
448,willowmore,-33.2926,23.4895,55.44,90,58,2.66,ZA,1714019228
449,linares,-35.85,-71.6,55.42,39,99,2.55,CL,1714019003
450,pedro ii,-4.4247,-41.4586,67.95,92,73,2.66,BR,1714019231
451,port-gentil,-0.7193,8.7815,81.75,79,100,9.6,GA,1714019232
452,caleta de carquin,-11.0925,-77.6267,67.78,92,71,6.71,PE,1714019233
453,oyem,1.5995,11.5793,67.32,99,100,0.81,GA,1714019235
454,magadan,59.5667,150.8,31.53,97,100,7.0,RU,1714019236
455,tambo grande,-4.9269,-80.3447,76.82,69,100,8.46,PE,1714019237
456,male,4.1748,73.5089,89.55,74,75,5.75,MV,1714019118
457,tual,-5.6667,132.75,84.31,74,22,8.59,ID,1714018993
458,ulysses,37.5814,-101.3552,62.64,94,0,14.97,US,1714019242
459,orange walk,17.8333,-88.8333,74.08,90,0,4.27,BZ,1714019243
460,san juan de miraflores,-12.1629,-76.9635,70.18,81,94,3.53,PE,1714019244
461,hagere hiywet,8.9833,37.85,64.36,65,75,1.99,ET,1714019246
462,sao joao da barra,-21.6403,-41.0511,75.2,86,40,4.21,BR,1714019247
463,kavieng,-2.5744,150.7967,85.03,76,75,10.18,PG,1714019249
464,biloela,-24.4167,150.5,82.6,31,34,7.74,AU,1714019250
465,kirakira,-10.4544,161.9205,85.39,74,98,4.81,SB,1714019252
466,yeniseysk,58.4497,92.1703,30.94,82,96,4.0,RU,1714019253
467,dalhart,36.0595,-102.5133,59.49,86,99,16.55,US,1714019254
468,broome,42.2506,-75.833,35.98,73,15,3.0,US,1714019256
469,aldinga beach,-35.2793,138.4604,66.25,54,54,10.87,AU,1714019257
470,motygino,58.1831,94.7592,30.78,80,98,5.99,RU,1714019259
471,dinguiraye,11.3,-10.7167,81.77,33,30,3.49,GN,1714019260
472,hingoli,19.7167,77.15,96.13,25,35,8.12,IN,1714019261
473,awjilah,29.1081,21.2869,63.14,49,81,8.75,LY,1714019263
474,visakhapatnam,17.69,83.2093,93.09,55,40,4.61,IN,1714019264
475,salekhard,66.53,66.6019,10.4,96,83,3.0,RU,1714019058
476,kurchatov,51.6601,35.6521,53.42,90,29,6.82,RU,1714019267
477,kronoby,63.7286,23.0339,34.02,91,0,4.61,FI,1714019269
478,princeville,45.7668,-61.2985,43.43,97,100,3.44,CA,1714019270
479,haldensleben i,52.2891,11.4098,39.81,96,100,5.06,DE,1714019078
480,vilyuysk,63.7553,121.6247,21.0,79,100,13.0,RU,1714019273
481,lampazos de naranjo,27.0167,-100.5167,79.34,66,39,15.08,MX,1714019274
482,remire-montjoly,4.9167,-52.2667,78.84,94,75,2.3,GF,1714019276
483,missoula,47.0166,-113.8009,46.8,51,96,3.62,US,1714019277
484,tongchuan,35.0806,109.0897,75.6,35,23,6.42,CN,1714019278
485,macapa,0.0389,-51.0664,78.78,94,20,5.75,BR,1714019280
486,filiatra,37.15,21.5833,57.69,82,75,22.41,GR,1714019281
487,korla,41.7597,86.1469,75.0,20,94,6.69,CN,1714019283
488,pacific grove,36.6177,-121.9166,57.02,85,100,6.91,US,1714019284
489,isangel,-19.55,169.2667,82.51,74,20,9.22,VU,1714019285
490,zhaotong,27.3167,103.7167,59.32,65,99,1.7,CN,1714019287
491,sinop,41.7711,34.8709,69.51,37,97,11.74,TR,1714019288
492,kingston,17.997,-76.7936,83.35,74,20,8.05,JM,1714018997
493,caluula,11.9661,50.7569,84.58,67,44,5.28,SO,1714019291
494,portage la prairie,49.9728,-98.2926,55.11,49,20,8.05,CA,1714019293
495,tshabong,-26.05,22.45,70.41,28,5,5.19,BW,1714019294
496,kone,-21.0595,164.8658,80.91,65,25,9.26,NC,1714019295
497,rawatbhata,24.9333,75.5833,94.84,14,0,10.04,IN,1714019297
498,bamboo flat,11.7,92.7167,93.29,62,40,6.91,IN,1714019298
499,neiafu,-18.65,-173.9833,84.88,84,20,6.91,TO,1714019299
500,arfoud,31.4348,-4.2375,64.96,28,19,6.76,MA,1714019301
501,severobaykal'sk,55.65,109.3167,31.51,68,100,2.01,RU,1714019018
502,saint-louis,16.3333,-15.0,76.21,36,76,11.72,SN,1714019304
503,ain el bya,35.8039,-0.3018,50.49,46,93,2.19,DZ,1714019305
504,luena,-11.7833,19.9167,60.98,63,98,5.75,AO,1714019307
505,ad dabbah,18.05,30.95,84.02,17,0,6.49,SD,1714019308
506,naryn,41.4287,75.9911,52.21,45,43,4.65,KG,1714019310
507,albu kamal,34.45,40.9186,78.24,22,0,6.71,SY,1714019311
508,palmer,42.1584,-72.3287,40.86,52,0,11.5,US,1714019255
509,cicero dantas,-10.6,-38.3833,70.7,95,7,1.7,BR,1714019071
510,fabens,31.5023,-106.1586,81.72,11,97,10.63,US,1714019315
511,san andres,12.5847,-81.7006,84.22,79,20,11.5,CO,1714019317
512,fuglafjordur,62.244,-6.814,36.07,79,100,12.62,FO,1714019318
513,wangqing,43.3218,129.7634,74.21,29,0,13.65,CN,1714019319
514,hola,51.5377,23.1902,42.98,96,100,3.91,PL,1714019321
515,mpika,-11.8343,31.4529,56.46,96,23,3.4,ZM,1714019324
516,glendive,47.1053,-104.7125,56.82,30,0,4.61,US,1714019325
517,queenstown,-31.8976,26.8753,56.64,84,83,1.68,ZA,1714019326
518,balqash,46.8481,74.995,52.39,32,0,24.61,KZ,1714019328
519,sanawad,22.1833,76.0667,98.22,15,19,7.4,IN,1714019329
520,kanevskaya,46.0849,38.9596,65.05,58,97,10.74,RU,1714019331
521,ashland,40.8167,-82.2665,36.1,89,40,5.57,US,1714019332
522,bungu,-7.6337,39.0582,72.7,98,100,4.25,TZ,1714019333
523,bangassou,4.7413,22.8184,70.65,97,100,2.37,CF,1714019335
524,farah,32.5,62.5,65.82,53,94,0.56,AF,1714019337
525,fuyu,45.1833,124.8167,65.82,19,4,16.4,CN,1714019339
526,salahonda,2.1019,-78.7217,81.01,82,92,5.93,CO,1714019340
527,leh,34.1667,77.5833,28.35,54,51,1.3,IN,1714019342
528,vennesla,58.2694,7.9741,37.27,92,40,8.05,NO,1714019343
529,tselinnoye,53.0833,85.6667,31.59,48,77,3.09,RU,1714019344
530,xining,36.6167,101.7667,60.01,30,0,5.01,CN,1714019346
531,mersing,2.4312,103.8405,91.31,79,40,4.61,MY,1714019347
532,veselynove,47.3567,31.2349,55.42,85,75,5.95,UA,1714019348
533,carbonear,47.7332,-53.2148,52.14,96,100,18.9,CA,1714019350
534,borgo,46.0514,11.4544,41.41,76,98,3.09,IT,1714019351
535,sitka,57.0531,-135.33,49.89,66,0,6.91,US,1714019353
536,rampur,28.8167,79.0333,94.05,16,0,9.46,IN,1714019354
537,lao cai,22.4833,103.95,98.1,35,10,3.53,VN,1714019355
538,sarkand,45.41,79.9186,58.82,44,97,6.33,KZ,1714019193
539,saminaka,10.414,8.6828,79.02,60,99,10.11,NG,1714019358
540,sawai madhopur,25.9833,76.3667,94.37,15,6,7.49,IN,1714019360
541,tomatlan,19.9333,-105.25,67.8,83,11,3.13,MX,1714019361
542,sulak,43.2734,47.5146,61.12,71,58,13.33,RU,1714019362
543,nova vicosa,-17.8919,-39.3719,76.15,86,2,5.35,BR,1714019364
544,bontang,0.1333,117.5,83.62,76,100,8.43,ID,1714019365
545,zheleznogorsk-ilimskiy,56.5768,104.1217,30.36,79,100,8.99,RU,1714019367
546,dawukou,39.0419,106.3958,79.38,8,30,9.51,CN,1714019368
547,baotou,40.6522,109.8222,76.12,12,33,14.63,CN,1714019369
548,corumba,-19.0092,-57.6533,77.85,71,47,2.37,BR,1714019216
549,ust'-ilimsk,58.0006,102.6619,32.43,92,100,8.01,RU,1714019262
550,akrehamn,59.2667,5.1833,38.41,86,0,5.75,NO,1714019373
551,dingcheng,32.1272,115.0394,81.16,41,100,6.51,CN,1714019375
552,pala,9.3642,14.9046,84.22,36,69,6.73,TD,1714019376
553,corn island,12.1694,-83.0418,83.03,77,81,16.93,NI,1714019377
554,laguna,38.421,-121.4238,61.75,74,0,9.22,US,1714019379
555,brookings,44.3114,-96.7984,58.17,43,100,11.5,US,1714019380
556,bikenibeu village,1.3673,173.1241,85.96,84,75,5.75,KI,1714019382
557,bayanhongor,46.7167,100.1167,41.45,31,84,22.59,MN,1714019383
558,metu,8.3,35.5833,60.6,85,100,2.86,ET,1714019384
559,ape,57.5393,26.6929,38.71,96,100,10.29,LV,1714019386
560,moyale,3.5167,39.0584,67.39,93,100,1.97,KE,1714019387
561,iwon-up,40.3231,128.6553,69.98,47,0,8.84,KP,1714019389
562,sievi,63.9,24.5,31.48,91,33,5.28,FI,1714019390
563,salinas,36.6777,-121.6555,57.29,83,100,6.91,US,1714019063
564,safi,32.1667,-8.8333,55.45,83,0,7.99,MA,1714019345
565,haiku-pauwela,20.9219,-156.3051,78.22,83,40,19.57,US,1714019394
566,vasilevo,41.4761,22.6417,49.82,85,68,5.64,MK,1714019396
567,pawcatuck,41.3773,-71.8337,46.54,60,0,18.41,US,1714019397
568,yazman,29.1212,71.7446,95.86,14,4,14.41,PK,1714019398
569,huarmey,-10.0681,-78.1522,69.21,88,89,6.6,PE,1714019400
570,barras,-4.2444,-42.2944,73.54,96,88,1.54,BR,1714019401
571,plettenberg bay,-34.0527,23.3716,60.21,84,81,5.7,ZA,1714019403
572,gwadar,25.1216,62.3254,80.82,82,16,8.79,PK,1714019404
573,rajula,21.05,71.4333,91.76,26,0,3.11,IN,1714019406
